YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,DataValueUnit,DataValueType,DataValue,StratificationCategory1,Stratification1
2013,2017,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,20.0,Race/Ethnicity,Asian or Pacific Islander
2011,2015,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,27.9,Overall,Overall
2010,2014,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,28.1,Overall,Overall
2011,2015,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,31.3,Race/Ethnicity,Hispanic
2009,2013,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,34.5,Gender,Male
2009,2013,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,25.9,Gender,Male
2011,2015,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,15.9,Gender,Female
2009,2013,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,18.0,Race/Ethnicity,Hispanic
2012,2016,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,16.5,Race/Ethnicity,Hispanic
2008,2012,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,26.4,Gender,Male
2012,2016,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,23.3,Gender,Female
2013,2017,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,30.4,Gender,Male
2011,2015,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,33.4,Race/Ethnicity,Asian or Pacific Islander
2010,2014,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,16.2,Gender,Female
2013,2017,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,16.4,Race/Ethnicity,American Indian or Alaska Native
2013,2017,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,18.6,Overall,Overall
2008,2012,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,22.3,Race/Ethnicity,American Indian or Alaska Native
2015,2019,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,26.2,Race/Ethnicity,"White, non-Hispanic"
2015,2019,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,25.2,Race/Ethnicity,Asian or Pacific Islander
2012,2016,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,31.2,Race/Ethnicity,Hispanic
2010,2014,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,33.0,Race/Ethnicity,Asian or Pacific Islander
2014,2018,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,18.6,Race/Ethnicity,American Indian or Alaska Native
2015,2019,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,22.9,Gender,Female
2010,2014,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,27.8,Race/Ethnicity,"Black, non-Hispanic"
2011,2015,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,27.7,Race/Ethnicity,"White, non-Hispanic"
2010,2014,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,34.9,Race/Ethnicity,Hispanic
2008,2012,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2014,2018,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,22.5,Gender,Female
2010,2014,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,20.0,Overall,Overall
2015,2019,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,21.0,Gender,Male
2009,2013,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,28.7,Race/Ethnicity,"White, non-Hispanic"
2014,2018,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,14.9,Gender,Female
2009,2013,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,20.7,Race/Ethnicity,"White, non-Hispanic"
2009,2013,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,30.7,Race/Ethnicity,Asian or Pacific Islander
2011,2015,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,16.5,Race/Ethnicity,Hispanic
2009,2013,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,20.4,Overall,Overall
2015,2019,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,26.1,Overall,Overall
2013,2017,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,36.9,Race/Ethnicity,"Black, non-Hispanic"
2011,2015,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,32.7,Gender,Male
2013,2017,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,22.3,Gender,Male
2014,2018,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,39.9,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,20.2,Race/Ethnicity,"White, non-Hispanic"
2012,2016,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2012,2016,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,23.5,Gender,Male
2014,2018,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,50.0,Race/Ethnicity,"Black, non-Hispanic"
2008,2012,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,36.0,Race/Ethnicity,Hispanic
2014,2018,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,25.9,Race/Ethnicity,Asian or Pacific Islander
2015,2019,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,17.4,Overall,Overall
2009,2013,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,20.8,Race/Ethnicity,American Indian or Alaska Native
2015,2019,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,16.1,Race/Ethnicity,Asian or Pacific Islander
2011,2015,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,25.6,Race/Ethnicity,"Black, non-Hispanic"
2014,2018,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,17.4,Race/Ethnicity,Asian or Pacific Islander
2012,2016,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,30.1,Race/Ethnicity,Asian or Pacific Islander
2011,2015,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2014,2018,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2015,2019,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,23.6,Race/Ethnicity,American Indian or Alaska Native
2015,2019,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,17.7,Race/Ethnicity,"White, non-Hispanic"
2011,2015,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,17.7,Race/Ethnicity,Asian or Pacific Islander
2009,2013,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,29.0,Overall,Overall
2014,2018,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,21.8,Gender,Male
2008,2012,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,28.5,Race/Ethnicity,"White, non-Hispanic"
2012,2016,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,16.6,Race/Ethnicity,American Indian or Alaska Native
2013,2017,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,47.7,Race/Ethnicity,"Black, non-Hispanic"
2014,2018,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,28.5,Race/Ethnicity,Hispanic
2008,2012,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,20.7,Race/Ethnicity,"White, non-Hispanic"
2012,2016,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,27.1,Overall,Overall
2015,2019,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,14.3,Gender,Female
2008,2012,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,28.8,Overall,Overall
2014,2018,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,15.1,Race/Ethnicity,Hispanic
2009,2013,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,15.9,Gender,Female
2008,2012,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,16.9,Race/Ethnicity,Hispanic
2015,2019,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,33.0,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,17.6,Race/Ethnicity,Hispanic
2010,2014,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,54.1,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,24.3,Gender,Female
2015,2019,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,30.0,Gender,Male
2012,2016,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,32.2,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2011,2015,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,19.8,Race/Ethnicity,"White, non-Hispanic"
2010,2014,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,27.7,Race/Ethnicity,"White, non-Hispanic"
2011,2015,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,19.6,Overall,Overall
2008,2012,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,23.8,Gender,Female
2013,2017,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,18.6,Race/Ethnicity,"White, non-Hispanic"
2011,2015,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,61.1,Race/Ethnicity,"Black, non-Hispanic"
2009,2013,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,31.0,Race/Ethnicity,"Black, non-Hispanic"
2014,2018,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,18.1,Overall,Overall
2013,2017,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,29.1,Race/Ethnicity,Hispanic
2009,2013,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2014,2018,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,30.5,Gender,Male
2010,2014,UT,Utah,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,32.8,Gender,Male
2008,2012,UT,Utah,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,20.4,Overall,Overall
2013,2017,VT,Vermont,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,42.8,Overall,Overall
2009,2013,VT,Vermont,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,Asian or Pacific Islander
2011,2015,VT,Vermont,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,Asian or Pacific Islander
2014,2018,VT,Vermont,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,Asian or Pacific Islander
2015,2019,VT,Vermont,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,64.2,Gender,Male
2010,2014,VT,Vermont,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,VT,Vermont,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,73.1,Gender,Male
2011,2015,VT,Vermont,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,70.9,Gender,Male
2008,2012,VT,Vermont,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,Hispanic
2009,2013,VT,Vermont,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2012,2016,VT,Vermont,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,"Black, non-Hispanic"
2015,2019,VT,Vermont,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2010,2014,VT,Vermont,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,64.7,Race/Ethnicity,"White, non-Hispanic"
2011,2015,VT,Vermont,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,Hispanic
2011,2015,VT,Vermont,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,62.9,Race/Ethnicity,"White, non-Hispanic"
2013,2017,VT,Vermont,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,61.6,Overall,Overall
2009,2013,VT,Vermont,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,Hispanic
2008,2012,VT,Vermont,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,Asian or Pacific Islander
2008,2012,VT,Vermont,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2013,2017,VT,Vermont,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2009,2013,VT,Vermont,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,55.7,Gender,Male
2011,2015,VT,Vermont,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,Hispanic
2008,2012,VT,Vermont,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,63.4,Gender,Female
2014,2018,VT,Vermont,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,Hispanic
2010,2014,VT,Vermont,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2010,2014,VT,Vermont,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,Asian or Pacific Islander
2013,2017,VT,Vermont,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,Asian or Pacific Islander
2013,2017,VT,Vermont,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,37.4,Gender,Female
2015,2019,VT,Vermont,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2015,2019,VT,Vermont,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,33.8,Gender,Female
2012,2016,VT,Vermont,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
2008,2012,VT,Vermont,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,"Black, non-Hispanic"
2010,2014,VT,Vermont,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,Hispanic
2010,2014,VT,Vermont,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,47.3,Overall,Overall
2013,2017,VT,Vermont,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,68.6,Gender,Male
2009,2013,VT,Vermont,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,66.7,Race/Ethnicity,"White, non-Hispanic"
2011,2015,VT,Vermont,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,"Black, non-Hispanic"
2011,2015,VT,Vermont,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,"Black, non-Hispanic"
2012,2016,VT,Vermont,Statewide central cancer registries,"per 100,000",Average Annual Age-adjusted Rate,69.8,Gender,Male
2011,2015,VT,Vermont,Death Certificate,"per 100,000",Average Annual Age-adjusted Rate,,Race/Ethnicity,American Indian or Alaska Native
